geo,year,immigrant_stock_value,g77_and_oecd_countries.x,income_groups.x,is--country.x,iso3166_1_alpha2.x,unicode_region_subtag.x,iso3166_1_alpha3.x,iso3166_1_numeric.x,iso3166_2.x,landlocked.x,latitude.x,longitude.x,main_religion_2008.x,country_name,un_state.x,world_4region.x,world_6region.x,emigrant_stock_value,g77_and_oecd_countries.y,income_groups.y,is--country.y,iso3166_1_alpha2.y,unicode_region_subtag.y,iso3166_1_alpha3.y,iso3166_1_numeric.y,iso3166_2.y,landlocked.y,latitude.y,longitude.y,main_religion_2008.y,un_state.y,world_4region.y,world_6region.y,net_migration
sau,2000,5263387,g77,high_income,TRUE,SA,SA,SAU,682,NA,coastline,25,45,muslim,Saudi Arabia,TRUE,asia,middle_east_north_africa,153703,g77,high_income,TRUE,SA,SA,SAU,682,NA,coastline,25,45,muslim,TRUE,asia,middle_east_north_africa,5109684
pse,2000,275202,g77,lower_middle_income,TRUE,PS,PS,PSE,275,NA,coastline,31.92157,35.20329,muslim,Palestine,TRUE,asia,middle_east_north_africa,2768020,g77,lower_middle_income,TRUE,PS,PS,PSE,275,NA,coastline,31.92157,35.20329,muslim,TRUE,asia,middle_east_north_africa,-2492818
syr,2000,834916,g77,lower_middle_income,TRUE,SY,SY,SYR,760,NA,coastline,35,38,muslim,Syria,TRUE,asia,middle_east_north_africa,707872,g77,lower_middle_income,TRUE,SY,SY,SYR,760,NA,coastline,35,38,muslim,TRUE,asia,middle_east_north_africa,127044
tur,2000,1280963,oecd,upper_middle_income,TRUE,TR,TR,TUR,792,NA,coastline,39,35,muslim,Turkey,TRUE,europe,europe_central_asia,2891893,oecd,upper_middle_income,TRUE,TR,TR,TUR,792,NA,coastline,39,35,muslim,TRUE,europe,europe_central_asia,-1610930
are,2000,2447010,g77,high_income,TRUE,AE,AE,ARE,784,NA,coastline,23.75,54.5,muslim,United Arab Emirates,TRUE,asia,middle_east_north_africa,111123,g77,high_income,TRUE,AE,AE,ARE,784,NA,coastline,23.75,54.5,muslim,TRUE,asia,middle_east_north_africa,2335887
yem,2000,144940,g77,lower_middle_income,TRUE,YE,YE,YEM,887,NA,coastline,15.5,47.5,muslim,Yemen,TRUE,asia,middle_east_north_africa,529396,g77,lower_middle_income,TRUE,YE,YE,YEM,887,NA,coastline,15.5,47.5,muslim,TRUE,asia,middle_east_north_africa,-384456
kaz,2000,2874194,others,upper_middle_income,TRUE,KZ,KZ,KAZ,398,NA,landlocked,48,68,muslim,Kazakhstan,TRUE,asia,europe_central_asia,3554491,others,upper_middle_income,TRUE,KZ,KZ,KAZ,398,NA,landlocked,48,68,muslim,TRUE,asia,europe_central_asia,-680297
kgz,2000,389824,others,low_income,TRUE,KG,KG,KGZ,417,NA,landlocked,41.5,75,muslim,Kyrgyz Republic,TRUE,asia,europe_central_asia,566319,others,low_income,TRUE,KG,KG,KGZ,417,NA,landlocked,41.5,75,muslim,TRUE,asia,europe_central_asia,-176495
tjk,2000,299499,others,low_income,TRUE,TJ,TJ,TJK,762,NA,landlocked,39,71,muslim,Tajikistan,TRUE,asia,europe_central_asia,541185,others,low_income,TRUE,TJ,TJ,TJK,762,NA,landlocked,39,71,muslim,TRUE,asia,europe_central_asia,-241686
tkm,2000,219067,g77,upper_middle_income,TRUE,TM,TM,TKM,795,NA,landlocked,39.75,59.66667,muslim,Turkmenistan,TRUE,asia,europe_central_asia,223704,g77,upper_middle_income,TRUE,TM,TM,TKM,795,NA,landlocked,39.75,59.66667,muslim,TRUE,asia,europe_central_asia,-4637
uzb,2000,1406498,others,lower_middle_income,TRUE,UZ,UZ,UZB,860,NA,landlocked,41.66667,63.83333,muslim,Uzbekistan,TRUE,asia,europe_central_asia,1575969,others,lower_middle_income,TRUE,UZ,UZ,UZB,860,NA,landlocked,41.66667,63.83333,muslim,TRUE,asia,europe_central_asia,-169471
afg,2000,75917,g77,low_income,TRUE,AF,AF,AFG,4,NA,landlocked,33,66,muslim,Afghanistan,TRUE,asia,south_asia,4606374,g77,low_income,TRUE,AF,AF,AFG,4,NA,landlocked,33,66,muslim,TRUE,asia,south_asia,-4530457
bgd,2000,987853,g77,low_income,TRUE,BD,BD,BGD,50,NA,coastline,24,90,muslim,Bangladesh,TRUE,asia,south_asia,5442722,g77,low_income,TRUE,BD,BD,BGD,50,NA,coastline,24,90,muslim,TRUE,asia,south_asia,-4454869
btn,2000,32137,g77,lower_middle_income,TRUE,BT,BT,BTN,64,NA,landlocked,27.5,90.5,eastern_religions,Bhutan,TRUE,asia,south_asia,120187,g77,lower_middle_income,TRUE,BT,BT,BTN,64,NA,landlocked,27.5,90.5,eastern_religions,TRUE,asia,south_asia,-88050
ind,2000,6411331,g77,lower_middle_income,TRUE,IN,IN,IND,356,NA,coastline,22,79,eastern_religions,India,TRUE,asia,south_asia,7932405,g77,lower_middle_income,TRUE,IN,IN,IND,356,NA,coastline,22,79,eastern_religions,TRUE,asia,south_asia,-1521074
irn,2000,2803805,g77,upper_middle_income,TRUE,IR,IR,IRN,364,NA,coastline,32,53,muslim,Iran,TRUE,asia,middle_east_north_africa,831372,g77,upper_middle_income,TRUE,IR,IR,IRN,364,NA,coastline,32,53,muslim,TRUE,asia,middle_east_north_africa,1972433
mdv,2000,27092,g77,upper_middle_income,TRUE,MV,MV,MDV,462,NA,coastline,3.2,73,muslim,Maldives,TRUE,asia,south_asia,1217,g77,upper_middle_income,TRUE,MV,MV,MDV,462,NA,coastline,3.2,73,muslim,TRUE,asia,south_asia,25875
npl,2000,717900,g77,low_income,TRUE,NP,NP,NPL,524,NA,landlocked,28,84,eastern_religions,Nepal,TRUE,asia,south_asia,977405,g77,low_income,TRUE,NP,NP,NPL,524,NA,landlocked,28,84,eastern_religions,TRUE,asia,south_asia,-259505
pak,2000,4181912,g77,lower_middle_income,TRUE,PK,PK,PAK,586,NA,coastline,30,70,muslim,Pakistan,TRUE,asia,south_asia,3401303,g77,lower_middle_income,TRUE,PK,PK,PAK,586,NA,coastline,30,70,muslim,TRUE,asia,south_asia,780609
lka,2000,40132,g77,lower_middle_income,TRUE,LK,LK,LKA,144,NA,coastline,7.75,80.75,eastern_religions,Sri Lanka,TRUE,asia,south_asia,981294,g77,lower_middle_income,TRUE,LK,LK,LKA,144,NA,coastline,7.75,80.75,eastern_religions,TRUE,asia,south_asia,-941162
chn,2000,508034,g77,upper_middle_income,TRUE,CN,CN,CHN,156,NA,coastline,35,105,eastern_religions,China,TRUE,asia,east_asia_pacific,5885006,g77,upper_middle_income,TRUE,CN,CN,CHN,156,NA,coastline,35,105,eastern_religions,TRUE,asia,east_asia_pacific,-5376972
hkg,2000,2669122,others,high_income,TRUE,HK,HK,HKG,344,NA,coastline,22.285520000000002,114.15769,eastern_religions,"Hong Kong, China",FALSE,asia,east_asia_pacific,687946,others,high_income,TRUE,HK,HK,HKG,344,NA,coastline,22.285520000000002,114.15769,eastern_religions,FALSE,asia,east_asia_pacific,1981176
mac,2000,240791,others,high_income,TRUE,MO,MO,MAC,446,NA,coastline,22.20056,113.54611,eastern_religions,"Macao, China",FALSE,asia,east_asia_pacific,101637,others,high_income,TRUE,MO,MO,MAC,446,NA,coastline,22.20056,113.54611,eastern_religions,FALSE,asia,east_asia_pacific,139154
prk,2000,36183,g77,low_income,TRUE,KP,KP,PRK,408,NA,coastline,40,127,NA,North Korea,TRUE,asia,east_asia_pacific,72414,g77,low_income,TRUE,KP,KP,PRK,408,NA,coastline,40,127,NA,TRUE,asia,east_asia_pacific,-36231
jpn,2000,1686444,oecd,high_income,TRUE,JP,JP,JPN,392,NA,coastline,35.68536,139.75309,eastern_religions,Japan,TRUE,asia,east_asia_pacific,712768,oecd,high_income,TRUE,JP,JP,JPN,392,NA,coastline,35.68536,139.75309,eastern_religions,TRUE,asia,east_asia_pacific,973676
mng,2000,8206,g77,lower_middle_income,TRUE,MN,MN,MNG,496,NA,landlocked,46,105,NA,Mongolia,TRUE,asia,east_asia_pacific,30649,g77,lower_middle_income,TRUE,MN,MN,MNG,496,NA,landlocked,46,105,NA,TRUE,asia,east_asia_pacific,-22443
kor,2000,244224,oecd,high_income,TRUE,KR,KR,KOR,410,NA,coastline,36.5,127.75,NA,South Korea,TRUE,asia,east_asia_pacific,1952161,oecd,high_income,TRUE,KR,KR,KOR,410,NA,coastline,36.5,127.75,NA,TRUE,asia,east_asia_pacific,-1707937
brn,2000,96296,g77,high_income,TRUE,BN,BN,BRN,96,NA,coastline,4.5,114.66667,muslim,Brunei,TRUE,asia,east_asia_pacific,45242,g77,high_income,TRUE,BN,BN,BRN,96,NA,coastline,4.5,114.66667,muslim,TRUE,asia,east_asia_pacific,51054
khm,2000,146085,g77,low_income,TRUE,KH,KH,KHM,116,NA,coastline,13,105,eastern_religions,Cambodia,TRUE,asia,east_asia_pacific,459625,g77,low_income,TRUE,KH,KH,KHM,116,NA,coastline,13,105,eastern_religions,TRUE,asia,east_asia_pacific,-313540
idn,2000,292307,g77,lower_middle_income,TRUE,ID,ID,IDN,360,NA,coastline,-5,120,muslim,Indonesia,TRUE,asia,east_asia_pacific,2431466,g77,lower_middle_income,TRUE,ID,ID,IDN,360,NA,coastline,-5,120,muslim,TRUE,asia,east_asia_pacific,-2139159
lao,2000,21948,g77,lower_middle_income,TRUE,LA,LA,LAO,418,NA,landlocked,18,105,eastern_religions,Lao,TRUE,asia,east_asia_pacific,649288,g77,lower_middle_income,TRUE,LA,LA,LAO,418,NA,landlocked,18,105,eastern_religions,TRUE,asia,east_asia_pacific,-627340
mys,2000,1463598,g77,upper_middle_income,TRUE,MY,MY,MYS,458,NA,coastline,2.5,112.5,muslim,Malaysia,TRUE,asia,east_asia_pacific,1203638,g77,upper_middle_income,TRUE,MY,MY,MYS,458,NA,coastline,2.5,112.5,muslim,TRUE,asia,east_asia_pacific,259960
mmr,2000,98011,g77,low_income,TRUE,MM,MM,MMR,104,NA,coastline,21,96,eastern_religions,Myanmar,TRUE,asia,east_asia_pacific,1224311,g77,low_income,TRUE,MM,MM,MMR,104,NA,coastline,21,96,eastern_religions,TRUE,asia,east_asia_pacific,-1126300
phl,2000,318095,g77,lower_middle_income,TRUE,PH,PH,PHL,608,NA,coastline,13,122,christian,Philippines,TRUE,asia,east_asia_pacific,3092284,g77,lower_middle_income,TRUE,PH,PH,PHL,608,NA,coastline,13,122,christian,TRUE,asia,east_asia_pacific,-2774189
sgp,2000,1351691,g77,high_income,TRUE,SG,SG,SGP,702,NA,coastline,1.28967,103.85007,eastern_religions,Singapore,TRUE,asia,east_asia_pacific,192989,g77,high_income,TRUE,SG,SG,SGP,702,NA,coastline,1.28967,103.85007,eastern_religions,TRUE,asia,east_asia_pacific,1158702
tha,2000,1257821,g77,upper_middle_income,TRUE,TH,TH,THA,764,NA,coastline,15.5,101,eastern_religions,Thailand,TRUE,asia,east_asia_pacific,537198,g77,upper_middle_income,TRUE,TH,TH,THA,764,NA,coastline,15.5,101,eastern_religions,TRUE,asia,east_asia_pacific,720623
tls,2000,10602,g77,lower_middle_income,TRUE,TL,TL,TLS,626,NA,coastline,-8.83333,125.75,christian,Timor-Leste,TRUE,asia,east_asia_pacific,148339,g77,lower_middle_income,TRUE,TL,TL,TLS,626,NA,coastline,-8.83333,125.75,christian,TRUE,asia,east_asia_pacific,-137737
vnm,2000,56754,g77,lower_middle_income,TRUE,VN,VN,VNM,704,NA,coastline,16.16667,107.83333,eastern_religions,Vietnam,TRUE,asia,east_asia_pacific,1885072,g77,lower_middle_income,TRUE,VN,VN,VNM,704,NA,coastline,16.16667,107.83333,eastern_religions,TRUE,asia,east_asia_pacific,-1828318
aia,2000,4063,others,NA,TRUE,AI,AI,AIA,660,NA,coastline,18.21667,-63.05,christian,Anguilla,FALSE,americas,america,3094,others,NA,TRUE,AI,AI,AIA,660,NA,coastline,18.21667,-63.05,christian,FALSE,americas,america,969
atg,2000,23071,g77,high_income,TRUE,AG,AG,ATG,28,NA,coastline,17.05,-61.8,christian,Antigua and Barbuda,TRUE,americas,america,33847,g77,high_income,TRUE,AG,AG,ATG,28,NA,coastline,17.05,-61.8,christian,TRUE,americas,america,-10776
abw,2000,30104,others,high_income,TRUE,AW,AW,ABW,533,NA,coastline,12.5,-69.96667,christian,Aruba,FALSE,americas,america,11037,others,high_income,TRUE,AW,AW,ABW,533,NA,coastline,12.5,-69.96667,christian,FALSE,americas,america,19067
bhs,2000,36454,g77,high_income,TRUE,BS,BS,BHS,44,NA,coastline,25.04082,-77.37122,christian,Bahamas,TRUE,americas,america,34441,g77,high_income,TRUE,BS,BS,BHS,44,NA,coastline,25.04082,-77.37122,christian,TRUE,americas,america,2013
brb,2000,28424,g77,high_income,TRUE,BB,BB,BRB,52,NA,coastline,13.16667,-59.53333,christian,Barbados,TRUE,americas,america,95453,g77,high_income,TRUE,BB,BB,BRB,52,NA,coastline,13.16667,-59.53333,christian,TRUE,americas,america,-67029
vgb,2000,12958,others,NA,TRUE,VG,VG,VGB,92,NA,coastline,18.5,-64.5,christian,British Virgin Islands,FALSE,americas,america,5431,others,NA,TRUE,VG,VG,VGB,92,NA,coastline,18.5,-64.5,christian,FALSE,americas,america,7527
bes,2000,46105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41710
cym,2000,19176,others,high_income,TRUE,KY,KY,CYM,136,NA,coastline,19.5,-80.66667,christian,Cayman Islands,FALSE,americas,america,1279,others,high_income,TRUE,KY,KY,CYM,136,NA,coastline,19.5,-80.66667,christian,FALSE,americas,america,17897
cub,2000,17818,g77,upper_middle_income,TRUE,CU,CU,CUB,192,NA,coastline,22,-79.5,christian,Cuba,TRUE,americas,america,1049761,g77,upper_middle_income,TRUE,CU,CU,CUB,192,NA,coastline,22,-79.5,christian,TRUE,americas,america,-1031943
dma,2000,3723,g77,upper_middle_income,TRUE,DM,DM,DMA,212,NA,coastline,15.5,-61.33333,christian,Dominica,TRUE,americas,america,48446,g77,upper_middle_income,TRUE,DM,DM,DMA,212,NA,coastline,15.5,-61.33333,christian,TRUE,americas,america,-44723
dom,2000,355611,g77,upper_middle_income,TRUE,DO,DO,DOM,214,NA,coastline,19,-70.66667,christian,Dominican Republic,TRUE,americas,america,897785,g77,upper_middle_income,TRUE,DO,DO,DOM,214,NA,coastline,19,-70.66667,christian,TRUE,americas,america,-542174
grd,2000,6825,g77,upper_middle_income,TRUE,GD,GD,GRD,308,NA,coastline,12.11667,-61.66667,christian,Grenada,TRUE,americas,america,63904,g77,upper_middle_income,TRUE,GD,GD,GRD,308,NA,coastline,12.11667,-61.66667,christian,TRUE,americas,america,-57079
glp,2000,83188,others,NA,TRUE,GP,GP,GLP,312,NA,coastline,16.25,-61.58333,christian,Guadeloupe,FALSE,americas,america,7950,others,NA,TRUE,GP,GP,GLP,312,NA,coastline,16.25,-61.58333,christian,FALSE,americas,america,75238
hti,2000,17222,g77,low_income,TRUE,HT,HT,HTI,332,NA,coastline,19,-72.41667,christian,Haiti,TRUE,americas,america,805430,g77,low_income,TRUE,HT,HT,HTI,332,NA,coastline,19,-72.41667,christian,TRUE,americas,america,-788208
jam,2000,24952,g77,upper_middle_income,TRUE,JM,JM,JAM,388,NA,coastline,18.16667,-77.25,christian,Jamaica,TRUE,americas,america,858815,g77,upper_middle_income,TRUE,JM,JM,JAM,388,NA,coastline,18.16667,-77.25,christian,TRUE,americas,america,-833863
mtq,2000,54492,others,NA,TRUE,MQ,MQ,MTQ,474,NA,coastline,14.66667,-61,christian,Martinique,FALSE,americas,america,14217,others,NA,TRUE,MQ,MQ,MTQ,474,NA,coastline,14.66667,-61,christian,FALSE,americas,america,40275
msr,2000,1211,others,NA,TRUE,MS,MS,MSR,500,NA,coastline,16.75,-62.2,christian,Montserrat,FALSE,americas,america,16133,others,NA,TRUE,MS,MS,MSR,500,NA,coastline,16.75,-62.2,christian,FALSE,americas,america,-14922
pri,2000,355038,others,high_income,TRUE,PR,PR,PRI,630,NA,coastline,18.46633,-66.10572,christian,Puerto Rico,FALSE,americas,america,1600752,others,high_income,TRUE,PR,PR,PRI,630,NA,coastline,18.46633,-66.10572,christian,FALSE,americas,america,-1245714
kna,2000,5871,g77,high_income,TRUE,KN,KN,KNA,659,NA,coastline,17.33333,-62.75,christian,St. Kitts and Nevis,TRUE,americas,america,31420,g77,high_income,TRUE,KN,KN,KNA,659,NA,coastline,17.33333,-62.75,christian,TRUE,americas,america,-25549
lca,2000,9871,g77,upper_middle_income,TRUE,LC,LC,LCA,662,NA,coastline,13.88333,-60.96667,christian,St. Lucia,TRUE,americas,america,39618,g77,upper_middle_income,TRUE,LC,LC,LCA,662,NA,coastline,13.88333,-60.96667,christian,TRUE,americas,america,-29747
vct,2000,4307,g77,upper_middle_income,TRUE,VC,VC,VCT,670,NA,coastline,13.08333,-61.2,christian,St. Vincent and the Grenadines,TRUE,americas,america,53670,g77,upper_middle_income,TRUE,VC,VC,VCT,670,NA,coastline,13.08333,-61.2,christian,TRUE,americas,america,-49363
tto,2000,41753,g77,high_income,TRUE,TT,TT,TTO,780,NA,coastline,11,-61,christian,Trinidad and Tobago,TRUE,americas,america,307802,g77,high_income,TRUE,TT,TT,TTO,780,NA,coastline,11,-61,christian,TRUE,americas,america,-266049
tca,2000,9015,others,high_income,TRUE,TC,TC,TCA,796,NA,coastline,21.73333,-71.58333,christian,Turks and Caicos Islands,FALSE,americas,america,759,others,high_income,TRUE,TC,TC,TCA,796,NA,coastline,21.73333,-71.58333,christian,FALSE,americas,america,8256
vir,2000,56611,others,high_income,TRUE,VI,VI,VIR,850,NA,coastline,18.34829,-64.98348,christian,Virgin Islands (U.S.),FALSE,americas,america,3979,others,high_income,TRUE,VI,VI,VIR,850,NA,coastline,18.34829,-64.98348,christian,FALSE,americas,america,52632
blz,2000,36488,g77,upper_middle_income,TRUE,BZ,BZ,BLZ,84,NA,coastline,17.49952,-88.19756,christian,Belize,TRUE,americas,america,48213,g77,upper_middle_income,TRUE,BZ,BZ,BLZ,84,NA,coastline,17.49952,-88.19756,christian,TRUE,americas,america,-11725
cri,2000,310946,g77,upper_middle_income,TRUE,CR,CR,CRI,188,NA,coastline,10,-84,christian,Costa Rica,TRUE,americas,america,105682,g77,upper_middle_income,TRUE,CR,CR,CRI,188,NA,coastline,10,-84,christian,TRUE,americas,america,205264
slv,2000,31713,g77,lower_middle_income,TRUE,SV,SV,SLV,222,NA,coastline,13.83333,-88.91667,christian,El Salvador,TRUE,americas,america,949270,g77,lower_middle_income,TRUE,SV,SV,SLV,222,NA,coastline,13.83333,-88.91667,christian,TRUE,americas,america,-917557
gtm,2000,48119,g77,lower_middle_income,TRUE,GT,GT,GTM,320,NA,coastline,14.64072,-90.51327,christian,Guatemala,TRUE,americas,america,583020,g77,lower_middle_income,TRUE,GT,GT,GTM,320,NA,coastline,14.64072,-90.51327,christian,TRUE,americas,america,-534901
hnd,2000,28461,g77,lower_middle_income,TRUE,HN,HN,HND,340,NA,coastline,15,-86.5,christian,Honduras,TRUE,americas,america,342337,g77,lower_middle_income,TRUE,HN,HN,HND,340,NA,coastline,15,-86.5,christian,TRUE,americas,america,-313876
mex,2000,538051,oecd,upper_middle_income,TRUE,MX,MX,MEX,484,NA,coastline,19.42847,-99.12766,christian,Mexico,TRUE,americas,america,9562929,oecd,upper_middle_income,TRUE,MX,MX,MEX,484,NA,coastline,19.42847,-99.12766,christian,TRUE,americas,america,-9024878
nic,2000,30389,g77,lower_middle_income,TRUE,NI,NI,NIC,558,NA,coastline,13,-85,christian,Nicaragua,TRUE,americas,america,502243,g77,lower_middle_income,TRUE,NI,NI,NIC,558,NA,coastline,13,-85,christian,TRUE,americas,america,-471854
pan,2000,83410,g77,upper_middle_income,TRUE,PA,PA,PAN,591,NA,coastline,8.9936,-79.51973,christian,Panama,TRUE,americas,america,137430,g77,upper_middle_income,TRUE,PA,PA,PAN,591,NA,coastline,8.9936,-79.51973,christian,TRUE,americas,america,-54020
arg,2000,1540219,g77,upper_middle_income,TRUE,AR,AR,ARG,32,NA,coastline,-34,-64,christian,Argentina,TRUE,americas,america,555587,g77,upper_middle_income,TRUE,AR,AR,ARG,32,NA,coastline,-34,-64,christian,TRUE,americas,america,984632
bol,2000,92658,g77,lower_middle_income,TRUE,BO,BO,BOL,68,NA,landlocked,-17,-65,christian,Bolivia,TRUE,americas,america,344713,g77,lower_middle_income,TRUE,BO,BO,BOL,68,NA,landlocked,-17,-65,christian,TRUE,americas,america,-252055
bra,2000,684596,g77,upper_middle_income,TRUE,BR,BR,BRA,76,NA,coastline,-10,-55,christian,Brazil,TRUE,americas,america,970453,g77,upper_middle_income,TRUE,BR,BR,BRA,76,NA,coastline,-10,-55,christian,TRUE,americas,america,-285857
chl,2000,177332,g77,high_income,TRUE,CL,CL,CHL,152,NA,coastline,-33.45694,-70.64827,christian,Chile,TRUE,americas,america,512014,g77,high_income,TRUE,CL,CL,CHL,152,NA,coastline,-33.45694,-70.64827,christian,TRUE,americas,america,-334682
col,2000,109609,g77,upper_middle_income,TRUE,CO,CO,COL,170,NA,coastline,4,-73.25,christian,Colombia,TRUE,americas,america,1436444,g77,upper_middle_income,TRUE,CO,CO,COL,170,NA,coastline,4,-73.25,christian,TRUE,americas,america,-1326835
ecu,2000,151523,g77,upper_middle_income,TRUE,EC,EC,ECU,218,NA,coastline,-1.25,-78.25,christian,Ecuador,TRUE,americas,america,446391,g77,upper_middle_income,TRUE,EC,EC,ECU,218,NA,coastline,-1.25,-78.25,christian,TRUE,americas,america,-294868
flk,2000,1067,others,NA,TRUE,FK,FK,FLK,238,NA,coastline,-51.75,-59.16667,christian,Falkland Is (Malvinas),FALSE,americas,america,1264,others,NA,TRUE,FK,FK,FLK,238,NA,coastline,-51.75,-59.16667,christian,FALSE,americas,america,-197
guf,2000,76649,others,NA,TRUE,GF,GF,GUF,254,NA,coastline,4,-53,christian,French Guiana,FALSE,americas,america,3648,others,NA,TRUE,GF,GF,GUF,254,NA,coastline,4,-53,christian,FALSE,americas,america,73001
guy,2000,8610,g77,lower_middle_income,TRUE,GY,GY,GUY,328,NA,coastline,5,-59,christian,Guyana,TRUE,americas,america,363434,g77,lower_middle_income,TRUE,GY,GY,GUY,328,NA,coastline,5,-59,christian,TRUE,americas,america,-354824
pry,2000,176608,g77,lower_middle_income,TRUE,PY,PY,PRY,600,NA,landlocked,-23.33333,-58,christian,Paraguay,TRUE,americas,america,374876,g77,lower_middle_income,TRUE,PY,PY,PRY,600,NA,landlocked,-23.33333,-58,christian,TRUE,americas,america,-198268
per,2000,66300,g77,upper_middle_income,TRUE,PE,PE,PER,604,NA,coastline,-10,-75.25,christian,Peru,TRUE,americas,america,699598,g77,upper_middle_income,TRUE,PE,PE,PER,604,NA,coastline,-10,-75.25,christian,TRUE,americas,america,-633298
sur,2000,27506,g77,upper_middle_income,TRUE,SR,SR,SUR,740,NA,coastline,4,-56,christian,Suriname,TRUE,americas,america,213526,g77,upper_middle_income,TRUE,SR,SR,SUR,740,NA,coastline,4,-56,christian,TRUE,americas,america,-186020
ury,2000,88874,g77,high_income,TRUE,UY,UY,URY,858,NA,coastline,-33,-56,christian,Uruguay,TRUE,americas,america,235641,g77,high_income,TRUE,UY,UY,URY,858,NA,coastline,-33,-56,christian,TRUE,americas,america,-146767
ven,2000,1013738,g77,upper_middle_income,TRUE,VE,VE,VEN,862,NA,coastline,8,-66,christian,Venezuela,TRUE,americas,america,319240,g77,upper_middle_income,TRUE,VE,VE,VEN,862,NA,coastline,8,-66,christian,TRUE,americas,america,694498
aus,2000,4386250,oecd,high_income,TRUE,AU,AU,AUS,36,NA,coastline,-25,135,christian,Australia,TRUE,asia,east_asia_pacific,385120,oecd,high_income,TRUE,AU,AU,AUS,36,NA,coastline,-25,135,christian,TRUE,asia,east_asia_pacific,4001130
nzl,2000,678813,oecd,high_income,TRUE,NZ,NZ,NZL,554,NA,coastline,-42,174,christian,New Zealand,TRUE,asia,east_asia_pacific,490020,oecd,high_income,TRUE,NZ,NZ,NZL,554,NA,coastline,-42,174,christian,TRUE,asia,east_asia_pacific,188793
fji,2000,12719,g77,upper_middle_income,TRUE,FJ,FJ,FJI,242,NA,coastline,-18,178,christian,Fiji,TRUE,asia,east_asia_pacific,131917,g77,upper_middle_income,TRUE,FJ,FJ,FJI,242,NA,coastline,-18,178,christian,TRUE,asia,east_asia_pacific,-119198
ncl,2000,49651,others,high_income,TRUE,NC,NC,NCL,540,NA,coastline,-21.5,165.5,christian,New Caledonia,FALSE,asia,east_asia_pacific,4945,others,high_income,TRUE,NC,NC,NCL,540,NA,coastline,-21.5,165.5,christian,FALSE,asia,east_asia_pacific,44706
png,2000,26304,g77,lower_middle_income,TRUE,PG,PG,PNG,598,NA,coastline,-6,147,christian,Papua New Guinea,TRUE,asia,east_asia_pacific,4556,g77,lower_middle_income,TRUE,PG,PG,PNG,598,NA,coastline,-6,147,christian,TRUE,asia,east_asia_pacific,21748
slb,2000,3981,g77,lower_middle_income,TRUE,SB,SB,SLB,90,NA,coastline,-8,159,christian,Solomon Islands,TRUE,asia,east_asia_pacific,2728,g77,lower_middle_income,TRUE,SB,SB,SLB,90,NA,coastline,-8,159,christian,TRUE,asia,east_asia_pacific,1253
vut,2000,2626,g77,lower_middle_income,TRUE,VU,VU,VUT,548,NA,coastline,-16,167,christian,Vanuatu,TRUE,asia,east_asia_pacific,6423,g77,lower_middle_income,TRUE,VU,VU,VUT,548,NA,coastline,-16,167,christian,TRUE,asia,east_asia_pacific,-3797
gum,2000,74070,others,high_income,TRUE,GU,GU,GUM,316,NA,coastline,13.47861,144.81834,christian,Guam,FALSE,asia,east_asia_pacific,2801,others,high_income,TRUE,GU,GU,GUM,316,NA,coastline,13.47861,144.81834,christian,FALSE,asia,east_asia_pacific,71269
